geography_id,time_period,condition_id,ehr_percent,mean_annual_source_denominator,ehr_rank,geography_type,denominator_unit,denominator_status,results_authorized,comparison_geography_id,is_crossing_tract,max_community_area_weight,is_dominant,comparison_rank,tract_quartile,comparison_quartile,tract_is_high,comparison_is_high,transition_state,comparison_geography_type,sensitivity_status,clinical_value_rule,zcta_id,tract_land_area,tract_water_area,overlap_land_area,overlap_water_area,overlap_fraction,zcta_count,covered_fraction,is_noncrossing,relationship_vintage,linkage_role
17031020902,2022,copd,3.4375,320,0.17396593674,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,02,True,0.998157184868,True,0.298701298701,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031030101,2022,copd,5.41795665635,646,0.498783454988,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,77,False,1,True,0.415584415584,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031030102,2022,copd,6.34920634921,441,0.644768856448,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,77,False,1,True,0.415584415584,3,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031030200,2022,copd,1.84696569921,758,0.00973236009732,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,77,True,0.999984187973,True,0.415584415584,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031030500,2022,copd,2.69938650307,815,0.0924574209246,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,77,False,1,True,0.415584415584,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031030601,2022,copd,4.58015267176,393,0.394160583942,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,77,False,1,True,0.415584415584,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031030604,2022,copd,6.98113207547,530,0.712895377129,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,77,False,1,True,0.415584415584,3,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031030701,2022,copd,5.01792114695,279,0.452554744526,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,77,False,1,True,0.415584415584,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031030702,2022,copd,5.35714285714,448,0.489051094891,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,77,False,1,True,0.415584415584,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031030703,2022,copd,3.78619153675,449,0.250608272506,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,77,True,0.999966552245,True,0.415584415584,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031000,2022,copd,2.15053763441,465,0.036496350365,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,03,True,0.99995852943,True,0.441558441558,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031100,2022,copd,2.42718446602,618,0.0632603406326,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,03,True,0.999992501566,True,0.441558441558,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031200,2022,copd,4.83641536273,703,0.425790754258,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,03,True,0.999989621731,True,0.441558441558,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031300,2022,copd,5.0259965338,1154,0.45498783455,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,03,True,0.998162238862,True,0.441558441558,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031501,2022,copd,4.02298850575,522,0.294403892944,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,03,False,1,True,0.441558441558,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031502,2022,copd,3.5413153457,593,0.197080291971,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,03,False,1,True,0.441558441558,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031700,2022,copd,4.12121212121,825,0.306569343066,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,03,False,1,True,0.441558441558,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031032100,2022,copd,2.64830508475,944,0.0851581508516,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,03,True,0.999920417403,True,0.441558441558,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031040202,2022,copd,3.49794238683,486,0.187347931873,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,04,True,0.999995447002,True,0.025974025974,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031050200,2022,copd,3.54706684857,733,0.199513381995,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,05,True,0.999995796101,True,0.0519480519481,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031050500,2022,copd,2.03193033382,689,0.0243309002433,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,05,False,1,True,0.0519480519481,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031060800,2022,copd,2.24971878515,889,0.043795620438,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,06,True,0.995215676555,True,0.116883116883,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031060900,2022,copd,2.06451612903,775,0.029197080292,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,06,False,1,True,0.116883116883,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031061901,2022,copd,4.0899795501,489,0.301703163017,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,06,False,1,True,0.116883116883,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031063200,2022,copd,3.40244550771,1881,0.167883211679,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,06,False,1,True,0.116883116883,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031063302,2022,copd,2.46710526316,608,0.0729927007299,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,06,True,0.999979627886,True,0.116883116883,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031063303,2022,copd,4.97630331754,422,0.445255474453,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,06,True,0.998116846612,True,0.116883116883,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031070101,2022,copd,2.42857142857,700,0.0681265206813,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,07,True,0.993335203788,True,0.194805194805,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031070400,2022,copd,3.87409200969,413,0.268856447689,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,07,True,0.999985648006,True,0.194805194805,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031071200,2022,copd,3.7037037037,486,0.237226277372,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,07,False,1,True,0.194805194805,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031071300,2022,copd,2.28013029316,614,0.0462287104623,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,07,False,1,True,0.194805194805,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031071400,2022,copd,4.20168067227,952,0.32603406326,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,07,False,1,True,0.194805194805,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031071500,2022,copd,3.03921568627,1020,0.12895377129,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,07,True,0.99318994784,True,0.194805194805,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031080100,2022,copd,3.25684678016,1351,0.155717761557,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,True,0.999951806861,True,0.558441558442,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031080201,2022,copd,6.06060606061,1056,0.588807785888,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,True,0.999953638676,True,0.558441558442,3,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031080202,2022,copd,3.74479889043,721,0.245742092457,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,False,1,True,0.558441558442,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031080300,2022,copd,2.32843137255,816,0.0535279805353,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,True,0.999964973156,True,0.558441558442,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031080400,2022,copd,8.90736342043,842,0.885644768856,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,True,0.999997637186,True,0.558441558442,4,3,True,False,moves_out_of_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081000,2022,copd,8.59788359788,1512,0.873479318735,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,False,1,True,0.558441558442,4,3,True,False,moves_out_of_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081100,2022,copd,3.6432160804,796,0.21897810219,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,False,1,True,0.558441558442,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081201,2022,copd,5.40725530459,1461,0.496350364964,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,False,1,True,0.558441558442,2,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081300,2022,copd,4.26356589147,1548,0.338199513382,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,False,1,True,0.558441558442,2,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081401,2022,copd,3.0989272944,839,0.136253041363,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,False,1,True,0.558441558442,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081402,2022,copd,3.94922425952,709,0.282238442822,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,True,0.993970792376,True,0.558441558442,2,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081500,2022,copd,3.40557275542,1615,0.170316301703,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,True,0.999497202365,True,0.558441558442,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081700,2022,copd,2.62467191601,762,0.0827250608273,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,True,0.999868718972,True,0.558441558442,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081800,2022,copd,1.88882892607,1853,0.014598540146,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,True,0.999594637822,True,0.558441558442,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081900,2022,copd,6.55737704918,183,0.666666666667,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,08,False,1,True,0.558441558442,3,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031090200,2022,copd,3.10262529833,419,0.138686131387,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,09,True,0.999989460392,True,0.220779220779,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031100300,2022,copd,4.1769041769,407,0.321167883212,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,10,True,0.999930607248,True,0.272727272727,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031100500,2022,copd,3.82653061224,392,0.25304136253,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,10,True,0.999983510277,True,0.272727272727,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031110100,2022,copd,3.52303523035,369,0.194647201946,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,11,True,0.993159710427,True,0.506493506494,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031110400,2022,copd,3.71621621622,296,0.240875912409,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,11,True,0.999964077033,True,0.506493506494,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031110501,2022,copd,2.81690140845,355,0.107055961071,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,11,True,0.99998374108,True,0.506493506494,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031110502,2022,copd,5.71428571429,245,0.534063260341,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,11,True,0.999858633456,True,0.506493506494,3,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031120200,2022,copd,4.32989690722,485,0.355231143552,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,12,True,0.999999999755,True,0.155844155844,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031120300,2022,copd,1.75913396482,739,0.00486618004866,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,12,True,0.998429372155,True,0.155844155844,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031140400,2022,copd,3.87096774194,465,0.265206812652,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,14,True,0.99920731642,True,0.103896103896,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031140800,2022,copd,2.61096605744,766,0.0802919708029,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,14,True,0.999827685416,True,0.103896103896,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031150200,2022,copd,3.24232081911,586,0.153284671533,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,15,True,0.999573390386,True,0.311688311688,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031150300,2022,copd,3.125,544,0.143552311436,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,15,True,0.999994431373,True,0.311688311688,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031150402,2022,copd,4.9504950495,303,0.442822384428,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,15,True,0.999999999614,True,0.311688311688,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031150700,2022,copd,3.66972477064,327,0.226277372263,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,15,False,1,True,0.311688311688,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031150800,2022,copd,4.91803278689,366,0.436739659367,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,15,False,1,True,0.311688311688,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031151100,2022,copd,4.32569974555,393,0.352798053528,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,15,True,0.999942633921,True,0.311688311688,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031160300,2022,copd,3.60655737705,305,0.206812652068,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,16,True,0.999997104423,True,0.168831168831,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031160400,2022,copd,3.97350993377,453,0.289537712895,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,16,True,0.999987529181,True,0.168831168831,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031160700,2022,copd,3.95683453237,556,0.285888077859,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,16,True,0.999133889058,True,0.168831168831,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031160900,2022,copd,3.27380952381,336,0.158150851582,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,16,True,0.999954707613,True,0.168831168831,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031170200,2022,copd,3.65448504983,301,0.223844282238,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,17,True,0.999958009677,True,0.636363636364,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031170300,2022,copd,4.73815461347,401,0.418491484185,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,17,False,1,True,0.636363636364,2,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031170400,2022,copd,4.6783625731,342,0.413625304136,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,17,False,1,True,0.636363636364,2,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031170500,2022,copd,5.59210526316,304,0.520681265207,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,17,True,0.995540317642,True,0.636363636364,3,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031170800,2022,copd,9.25925925926,270,0.912408759124,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,17,False,1,True,0.636363636364,4,3,True,False,moves_out_of_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031171000,2022,copd,6.89655172414,522,0.70802919708,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,17,True,0.999923350036,True,0.636363636364,3,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031171100,2022,copd,3.67647058824,272,0.231143552311,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,17,True,0.999861374211,True,0.636363636364,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031180100,2022,copd,3.10559006211,483,0.141119221411,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,18,True,0.999098203031,True,0.545454545455,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031190200,2022,copd,2.93398533007,409,0.119221411192,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,19,True,0.999986822203,True,0.246753246753,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031190300,2022,copd,6.06060606061,429,0.588807785888,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,19,True,0.999992238927,True,0.246753246753,3,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031190402,2022,copd,4.41558441558,385,0.369829683698,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,19,True,0.999995506694,True,0.246753246753,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031190800,2022,copd,2.75229357798,545,0.0997566909976,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,19,False,1,True,0.246753246753,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031191100,2022,copd,2.17391304348,598,0.0389294403893,census_tract,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,False,19,False,1,True,0.246753246753,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
