condition_id,community_quartile,tract_quartile,tract_count,tract_percent,comparison_geography_type,period,source_artifact,source_checksum,field_role,annual_sensitivity_status,noncrossing_sensitivity_status,uncertainty_aware_agreement_status,uncertainty_aware_agreement_reason,analysis_status,results_authorized,noncrossing_only
copd,3,3,40,9.73236009732,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
copd,3,4,27,6.56934306569,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
copd,4,1,1,0.243309002433,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
copd,4,2,14,3.40632603406,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
copd,4,3,55,13.3819951338,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
copd,4,4,72,17.5182481752,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,1,1,173,23.9612188366,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,1,2,84,11.6343490305,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,1,3,15,2.07756232687,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,1,4,0,0,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,2,1,7,0.969529085873,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,2,2,72,9.97229916898,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,2,3,48,6.64819944598,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,2,4,7,0.969529085873,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,3,1,0,0,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,3,2,25,3.46260387812,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,3,3,85,11.7728531856,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,3,4,37,5.12465373961,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,4,1,0,0,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,4,2,0,0,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,4,3,32,4.43213296399,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
hypertension,4,4,137,18.9750692521,chicago_community_area,CHM 2022-2024 pooled direct values,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,False
copd,1,1,17,11.8055555556,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,1,2,3,2.08333333333,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,1,3,0,0,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,1,4,0,0,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,2,1,16,11.1111111111,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,2,2,19,13.1944444444,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,2,3,4,2.77777777778,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,2,4,2,1.38888888889,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,3,1,3,2.08333333333,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,3,2,9,6.25,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,3,3,11,7.63888888889,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,3,4,10,6.94444444444,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,4,1,0,0,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,4,2,5,3.47222222222,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,4,3,21,14.5833333333,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
copd,4,4,24,16.6666666667,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,1,1,59,24.0816326531,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,1,2,32,13.0612244898,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,1,3,7,2.85714285714,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,1,4,0,0,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,2,1,2,0.816326530612,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,2,2,20,8.16326530612,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,2,3,16,6.5306122449,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,2,4,3,1.22448979592,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,3,1,0,0,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,3,2,9,3.67346938776,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,3,3,31,12.6530612245,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,3,4,9,3.67346938776,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,4,1,0,0,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,4,2,0,0,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,4,3,7,2.85714285714,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
hypertension,4,4,50,20.4081632653,chicago_community_area,CHM 2022-2024 pooled direct values; noncrossing sensitivity,00_master_analytic_dataset.parquet,373f0bfff77c0059b81831a1365650533f2eb8a9a12be665691e28d53f549916,derived,reported_separately,reported_separately,not_run,Compatible PLACES intervals and denominator uncertainty were not available,geographic_resolution_sensitivity,False,True
