condition_id,community_area_id,eligible_tract_count,median_rank,rank_iqr,rank_range,top_quartile_share,bottom_quartile_share,high_low_rank_coexistence,assignment_rule,max_overlay_weight,crossing_sensitivity,analysis_status,interpretation_label,results_authorized,noncrossing_only,capture_quartile_cut_points,capture_quartile_cut_point_source
copd,26,9,0.900243309002,0.248175182482,0.328467153285,0.666666666667,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,27,9,0.717761557178,0.153284671533,0.32603406326,0.444444444444,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,28,18,0.519464720195,0.510340632603,0.975669099757,0.388888888889,0.166666666667,True,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,29,10,0.88199513382,0.222627737226,0.452554744526,0.7,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,30,6,0.249391727494,0.153284671533,0.87104622871,0.166666666667,0.5,True,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,31,6,0.335766423358,0.174574209246,0.389294403893,0,0.333333333333,False,dominant_community_area_max_overlay_weight_gte_0.99,0.99999963014,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,32,6,0.133819951338,0.0857664233577,0.228710462287,0,0.833333333333,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,33,4,0.197080291971,0.203771289538,0.289537712895,0,0.5,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,34,3,0.924574209246,0.226277372263,0.452554744526,0.666666666667,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999988074925,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,35,8,0.827250608273,0.235401459854,0.571776155718,0.625,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,36,2,0.486618004866,0.0754257907543,0.150851581509,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.998983538919,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,37,2,0.993917274939,0.0036496350365,0.00729927007299,1,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.995627704987,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,38,9,0.817518248175,0.335766423358,0.549878345499,0.555555555556,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,39,3,0.832116788321,0.349148418491,0.698296836983,0.666666666667,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999956868417,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,40,6,0.709245742092,0.0979318734793,0.445255474453,0.166666666667,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,41,4,0.55596107056,0.0231143552311,0.0413625304136,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,42,9,0.642335766423,0.262773722628,0.581508515815,0.444444444444,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999999734846,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,43,12,0.577858880779,0.237834549878,0.525547445255,0.25,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,44,7,0.722627737226,0.121654501217,0.416058394161,0.428571428571,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,45,1,0.54501216545,0,0,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999758517801,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,46,4,0.627737226277,0.0997566909976,0.340632603406,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,47,1,0.761557177616,0,0,1,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.992557070143,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,48,3,0.491484184915,0.0839416058394,0.167883211679,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999988377578,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,49,10,0.62895377129,0.346107055961,0.622871046229,0.4,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,50,1,0.644768856448,0,0,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999855028706,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,51,2,0.548661800487,0.127737226277,0.255474452555,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999977253105,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,52,2,0.215328467153,0.00121654501217,0.00243309002433,0,1,False,dominant_community_area_max_overlay_weight_gte_0.99,0.998607118808,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,53,6,0.806569343066,0.160583941606,0.435523114355,0.666666666667,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,54,2,0.863746958637,0.0535279805353,0.107055961071,1,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,55,1,0.481751824818,0,0,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.990797688901,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,56,7,0.360097323601,0.114355231144,0.47201946472,0,0.142857142857,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,57,1,0.0121654501217,0,0,0,1,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,58,6,0.16301703163,0.178223844282,0.36496350365,0,0.666666666667,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,59,2,0.316301703163,0.0827250608273,0.165450121655,0,0.5,False,dominant_community_area_max_overlay_weight_gte_0.99,0.99994797747,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,60,6,0.503649635036,0.0888077858881,0.335766423358,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,61,10,0.532846715328,0.380778588808,0.715328467153,0.2,0.1,True,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,62,1,0.00729927007299,0,0,0,1,False,dominant_community_area_max_overlay_weight_gte_0.99,0.993610499109,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,63,3,0.036496350365,0.0182481751825,0.036496350365,0,1,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,64,4,0.361313868613,0.129562043796,0.14598540146,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,65,5,0.124087591241,0.116788321168,0.148418491484,0,1,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999936708782,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,66,4,0.563260340633,0.339416058394,0.459854014599,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,67,7,0.756690997567,0.108272506083,0.391727493917,0.571428571429,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,68,9,0.815085158151,0.189781021898,0.357664233577,0.666666666667,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,69,11,0.749391727494,0.209245742092,0.340632603406,0.454545454545,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,70,6,0.277372262774,0.0827250608273,0.425790754258,0,0.333333333333,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,71,11,0.710462287105,0.147201946472,0.406326034063,0.454545454545,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,72,3,0.389294403893,0.125304136253,0.250608272506,0,0.333333333333,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999886239157,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,73,4,0.602189781022,0.0699513381995,0.257907542579,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999999766669,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,74,3,0.520681265207,0.133819951338,0.267639902676,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,75,5,0.620437956204,0.30900243309,0.484184914842,0,0.2,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
copd,77,9,0.379562043796,0.159367396594,0.669099756691,0,0.222222222222,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,01,11,0.18836565097,0.112880886427,0.260387811634,0,0.636363636364,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,02,14,0.369806094183,0.100934903047,0.346260387812,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,03,11,0.164819944598,0.146121883657,0.587257617729,0,0.727272727273,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,04,9,0.131578947368,0.1108033241,0.263157894737,0,0.888888888889,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,05,14,0.0775623268698,0.0443213296399,0.112188365651,0,1,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,06,34,0.058864265928,0.149930747922,0.652354570637,0,0.852941176471,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,07,20,0.123961218837,0.119113573407,0.307479224377,0,0.95,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,08,18,0.32271468144,0.322368421053,0.634349030471,0,0.333333333333,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,09,3,0.376731301939,0.0581717451524,0.116343490305,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,10,7,0.324099722992,0.0692520775623,0.270083102493,0,0.142857142857,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999988553014,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,11,6,0.416897506925,0.0888157894737,0.278393351801,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999984963114,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,12,4,0.306786703601,0.101108033241,0.225761772853,0,0.25,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999999999755,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,13,3,0.504155124654,0.0824099722992,0.164819944598,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999947837766,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,14,11,0.193905817175,0.0927977839335,0.310249307479,0,0.636363636364,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,15,14,0.382271468144,0.114612188366,0.324099722992,0,0.142857142857,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,16,15,0.224376731302,0.0671745152355,0.162049861496,0,0.666666666667,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,17,11,0.567867036011,0.160664819945,0.343490304709,0.0909090909091,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,18,2,0.540166204986,0.090027700831,0.180055401662,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999457773684,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,19,16,0.418975069252,0.166897506925,0.303324099723,0,0.0625,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,20,6,0.359418282548,0.0131578947368,0.222991689751,0,0,False,dominant_community_area_max_overlay_weight_gte_0.99,0.999980029456,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,21,10,0.225069252078,0.079120498615,0.292243767313,0,0.6,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,22,25,0.145429362881,0.146814404432,0.376731301939,0,0.88,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,23,10,0.476454293629,0.391966759003,0.590027700831,0.1,0.3,True,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,24,30,0.124653739612,0.149584487535,0.48891966759,0,0.833333333333,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,25,23,0.921052631579,0.095567867036,0.260387811634,0.913043478261,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,26,10,0.843490304709,0.176592797784,0.346260387812,0.7,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
hypertension,27,11,0.862880886427,0.19944598338,0.31163434903,0.636363636364,0,False,dominant_community_area_max_overlay_weight_gte_0.99,1,all_eligible,descriptive_within_community_distribution,direct_tract_distribution_not_area_prevalence,False,False,0.0518|0.0735|0.1127,governed_community_area_eligible_population
