model,geography_id,fitted_value,residual,qq_theoretical_quantile,qq_sample_quantile,leverage,cooks_distance,externally_studentized_residual,analysis_status,authorization_status,primary_estimand_executed,results_authorized
C2,37,64.2637354772,3.95462921611,1.36882932622,3.95462921611,0.385347805834,0.32063736228,1.77860942808,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,38,73.6509714797,-0.989067279687,-0.14896791903,-0.989067279687,0.0498106076351,0.00108483008789,-0.350156100489,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,39,75.4036885315,3.01356341183,1.2167897772,3.01356341183,0.072927744595,0.0154894091359,1.08836649979,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,40,71.4381797041,0.813542809242,0.535787730056,0.813542809242,0.124137029664,0.00215277384263,0.299916705286,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,41,77.429245023,4.99696263698,1.56143540936,4.99696263698,0.0194429115269,0.0101493050368,1.77937461407,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,42,73.3750366415,0.19512254852,0.11569440979,0.19512254852,0.0378343159127,3.12758877864e-05,0.0685887308975,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,43,73.0423740359,-2.82586756259,-1.2167897772,-2.82586756259,0.0275943085404,0.00468421379335,-0.995125364309,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,44,73.1789436039,-1.91973266386,-0.782006886754,-1.91973266386,0.0348209304431,0.00276894709378,-0.675966995952,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,45,74.8299972108,-1.9344649941,-0.827604115393,-1.9344649941,0.12806843963,0.0126709051938,-0.716946491448,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,46,74.4912981084,-2.72950338843,-1.15034938038,-2.72950338843,0.0650614818901,0.0111463760194,-0.980052777646,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,47,68.7457310462,0.776847410472,0.49808936995,0.776847410472,0.249014404484,0.00535600864202,0.309297356535,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,48,72.7553642892,1.33956808748,0.737980472204,1.33956808748,0.261630036282,0.0173092285346,0.538634728461,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,49,74.2420380048,-4.30053240813,-2.4794668853,-4.30053240813,0.0302020170699,0.011937858132,-1.53105793475,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,50,76.3269578983,-1.76550547502,-0.613609076561,-1.76550547502,0.0554476179577,0.00389383463617,-0.628130104003,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,51,73.9612550333,-1.58574181662,-0.574263545822,-1.58574181662,0.0950619765645,0.0058673594176,-0.576130121707,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,52,79.7256415534,-1.97738403676,-0.874990734148,-1.97738403676,0.0492828142581,0.00428532166646,-0.701721750597,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,53,73.6893944612,-3.97998200784,-1.56143540936,-3.97998200784,0.0437562376418,0.0152360899384,-1.42376985976,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,54,67.8230117814,6.2713687586,1.68439548311,6.2713687586,0.492925711039,1.51555442,3.26235422884,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,55,78.9874658872,2.29157470279,1.0308064799,2.29157470279,0.105809475795,0.0139682192435,0.839813273928,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,56,80.2665847753,-1.42061878859,-0.388875264283,-1.42061878859,0.0414829627145,0.00183161321948,-0.501212878831,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,57,81.9952853177,-2.94410942104,-1.28908533567,-2.94410942104,0.0792916424713,0.0162967012997,-1.06659444496,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,58,80.3566644938,1.10112473956,0.653928463849,1.10112473956,0.0520840318215,0.00141268887733,0.390378691946,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,59,78.6215502442,0.474124729174,0.284123433309,0.474124729174,0.0248463498803,0.000118062038768,0.165576149179,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,60,76.8967272799,4.54650495678,1.45837632706,4.54650495678,0.0526801420708,0.0243903235336,1.64174483967,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,61,76.9477564399,-1.5619528066,-0.49808936995,-1.5619528066,0.0674266701922,0.00380198250868,-0.558936926975,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,62,81.6745238059,-1.87689527592,-0.737980472204,-1.87689527592,0.0528147282319,0.00416844261611,-0.667073847267,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,63,80.9079030967,1.69339984335,0.874990734148,1.69339984335,0.0415856464947,0.00260954288105,0.597944095182,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,64,80.6251784455,-1.33048980887,-0.318639363964,-1.33048980887,0.0580321847354,0.00232717190443,-0.473427163952,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,65,79.9610096546,0.412185755393,0.182407222834,0.412185755393,0.0333162406057,0.000121753560798,0.144567931061,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,66,78.1017705796,-2.40316918631,-1.0308064799,-2.40316918631,0.0283716777636,0.00348868653529,-0.844938124646,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,67,73.51242629,-4.16844080333,-1.83985537078,-4.16844080333,0.055555136685,0.0217533850722,-1.50291826943,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,68,71.1925368114,-3.65899319811,-1.45837632706,-3.65899319811,0.0545094417342,0.0164092644484,-1.31356560174,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,69,72.1411656758,-1.21546266915,-0.216051802497,-1.21546266915,0.0357833344976,0.00114293980699,-0.427350016484,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,70,80.013653981,-2.29520678762,-0.976236320291,-2.29520678762,0.0380164273366,0.00434998937804,-0.810684588902,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,71,72.9214057737,-1.86249588038,-0.695340234615,-1.86249588038,0.0332791865867,0.00248296029315,-0.655159226167,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,72,79.1227632444,1.61030786559,0.782006886754,1.61030786559,0.058634868061,0.00344878509476,0.573612113514,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,73,75.4286071498,-3.42105654644,-1.36882932622,-3.42105654644,0.0677501067498,0.0183389460456,-1.23508793635,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,74,79.0323408108,0.441653695844,0.249942806253,0.441653695844,0.19423578711,0.00117296649399,0.169677361642,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,75,75.5925607973,0.260025886019,0.14896791903,0.260025886019,0.0564730589405,8.62133339177e-05,0.0923042458634,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
C2,77,78.6781529985,1.93686313145,0.976236320291,1.93686313145,0.0272073589543,0.00216796499776,0.679347218596,freeze_candidate_primary_model_unsecured,results_not_authorized,True,False
