zcta_id,geography_id,tract_land_area,tract_water_area,overlap_land_area,overlap_water_area,overlap_fraction,zcta_count,is_crossing_tract,is_dominant,dominant_zcta_id,covered_fraction,is_noncrossing,relationship_vintage,linkage_role
60660,17031030604,198590,89530,198590,89530,1,1,False,True,60660,1,True,2020,comparison_metadata_only_not_disease_aggregation
60640,17031030701,69878,0,69878,0,1,1,False,True,60640,1,True,2020,comparison_metadata_only_not_disease_aggregation
60640,17031030702,22158,0,22158,0,1,1,False,True,60640,1,True,2020,comparison_metadata_only_not_disease_aggregation
60640,17031030703,198290,0,198290,0,1,1,False,True,60640,1,True,2020,comparison_metadata_only_not_disease_aggregation
60640,17031030800,567414,0,531326,0,0.936399172386,2,True,True,60640,1,False,2020,comparison_metadata_only_not_disease_aggregation
60660,17031030800,567414,0,36088,0,0.0636008276144,2,True,False,60640,1,False,2020,comparison_metadata_only_not_disease_aggregation
60640,17031030900,408716,0,403840,0,0.988069955666,2,True,True,60640,1,False,2020,comparison_metadata_only_not_disease_aggregation
60660,17031030900,408716,0,4876,0,0.011930044334,2,True,False,60640,1,False,2020,comparison_metadata_only_not_disease_aggregation
60640,17031031000,424897,0,424897,0,1,1,False,True,60640,1,True,2020,comparison_metadata_only_not_disease_aggregation
60640,17031031100,549965,0,549965,0,1,1,False,True,60640,1,True,2020,comparison_metadata_only_not_disease_aggregation
60640,17031031200,326475,0,326475,0,1,1,False,True,60640,1,True,2020,comparison_metadata_only_not_disease_aggregation
60640,17031031300,632210,466785,632210,466785,1,1,False,True,60640,1,True,2020,comparison_metadata_only_not_disease_aggregation
60640,17031031501,159412,0,159412,0,1,1,False,True,60640,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031031502,161705,0,14575,0,0.0901332673696,2,True,False,60640,1,False,2020,comparison_metadata_only_not_disease_aggregation
60640,17031031502,161705,0,147130,0,0.90986673263,2,True,True,60640,1,False,2020,comparison_metadata_only_not_disease_aggregation
60640,17031031700,477478,0,477478,0,1,1,False,True,60640,1,True,2020,comparison_metadata_only_not_disease_aggregation
60640,17031031800,235150,0,235150,0,1,1,False,True,60640,1,True,2020,comparison_metadata_only_not_disease_aggregation
60640,17031031900,257670,0,257670,0,1,1,False,True,60640,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031032100,431027,0,431027,0,1,1,False,True,60613,1,True,2020,comparison_metadata_only_not_disease_aggregation
60625,17031040100,1972508,29163,1653384,29163,0.84057120276,2,True,True,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60640,17031040100,1972508,29163,319124,0,0.15942879724,2,True,False,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60625,17031040201,721413,0,721413,0,1,1,False,True,60625,1,True,2020,comparison_metadata_only_not_disease_aggregation
60625,17031040202,588657,0,562433,0,0.95545113708,2,True,True,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60659,17031040202,588657,0,26224,0,0.0445488629202,2,True,False,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60625,17031040300,752564,14886,730174,14886,0.970825460942,2,True,True,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60659,17031040300,752564,14886,22390,0,0.0291745390579,2,True,False,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60625,17031040401,385796,0,385796,0,1,1,False,True,60625,1,True,2020,comparison_metadata_only_not_disease_aggregation
60625,17031040402,602581,0,303996,0,0.504489852816,2,True,True,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60640,17031040402,602581,0,298585,0,0.495510147184,2,True,False,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60625,17031040600,331259,0,331259,0,1,1,False,True,60625,1,True,2020,comparison_metadata_only_not_disease_aggregation
60625,17031040700,342084,15337,342084,15337,1,1,False,True,60625,1,True,2020,comparison_metadata_only_not_disease_aggregation
60618,17031040800,217717,11487,10256,0,0.0447461649884,2,True,False,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60625,17031040800,217717,11487,207461,11487,0.955253835012,2,True,True,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60618,17031040900,321853,0,20158,0,0.0626310769202,2,True,False,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60625,17031040900,321853,0,301695,0,0.93736892308,2,True,True,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60613,17031050100,334634,0,299990,0,0.896471966387,2,True,True,60613,1,False,2020,comparison_metadata_only_not_disease_aggregation
60618,17031050100,334634,0,34644,0,0.103528033613,2,True,False,60613,1,False,2020,comparison_metadata_only_not_disease_aggregation
60618,17031050200,652253,0,652253,0,1,1,False,True,60618,1,True,2020,comparison_metadata_only_not_disease_aggregation
60618,17031050300,380031,14700,380031,14700,1,1,False,True,60618,1,True,2020,comparison_metadata_only_not_disease_aggregation
60618,17031050500,652578,0,652578,0,1,1,False,True,60618,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031050600,332314,0,314463,0,0.946282732596,2,True,True,60613,1,False,2020,comparison_metadata_only_not_disease_aggregation
60618,17031050600,332314,0,17851,0,0.0537172674037,2,True,False,60613,1,False,2020,comparison_metadata_only_not_disease_aggregation
60613,17031050700,164326,0,21137,0,0.128628458065,3,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60618,17031050700,164326,0,10403,0,0.0633070846975,3,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031050700,164326,0,132786,0,0.808064457237,3,True,True,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60618,17031050800,162818,0,162818,0,1,1,False,True,60618,1,True,2020,comparison_metadata_only_not_disease_aggregation
60618,17031050900,162724,0,162724,0,1,1,False,True,60618,1,True,2020,comparison_metadata_only_not_disease_aggregation
60618,17031051000,166636,0,166636,0,1,1,False,True,60618,1,True,2020,comparison_metadata_only_not_disease_aggregation
60618,17031051100,162702,0,162702,0,1,1,False,True,60618,1,True,2020,comparison_metadata_only_not_disease_aggregation
60618,17031051200,164547,0,4992,0,0.030337836606,2,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031051200,164547,0,159555,0,0.969662163394,2,True,True,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60614,17031051300,322113,0,24858,0,0.0771716757784,3,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60618,17031051300,322113,0,27077,0,0.0840605625976,3,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031051300,322113,0,270178,0,0.838767761624,3,True,True,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60618,17031051400,346283,12601,346283,12601,1,1,False,True,60618,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031060100,325545,0,325545,0,1,1,False,True,60613,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031060200,318279,0,318279,0,1,1,False,True,60613,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031060300,319839,0,319839,0,1,1,False,True,60613,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031060400,325029,0,325029,0,1,1,False,True,60613,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031060500,228276,0,228276,0,1,1,False,True,60613,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031060800,181490,65882,181490,65882,1,1,False,True,60613,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031060900,499066,404435,461715,404435,0.958659702646,2,True,True,60613,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031060900,499066,404435,37351,0,0.0413402973544,2,True,False,60613,1,False,2020,comparison_metadata_only_not_disease_aggregation
60613,17031061000,172816,0,172816,0,1,1,False,True,60613,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031061100,173036,0,173036,0,1,1,False,True,60613,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031061200,174670,0,174670,0,1,1,False,True,60613,1,True,2020,comparison_metadata_only_not_disease_aggregation
60613,17031061500,162913,0,18446,0,0.113226077722,2,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031061500,162913,0,144467,0,0.886773922278,2,True,True,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031061800,82769,0,82769,0,1,1,False,True,60657,1,True,2020,comparison_metadata_only_not_disease_aggregation
60657,17031061901,160305,0,160305,0,1,1,False,True,60657,1,True,2020,comparison_metadata_only_not_disease_aggregation
60657,17031061902,276415,585774,276415,585774,1,1,False,True,60657,1,True,2020,comparison_metadata_only_not_disease_aggregation
60657,17031062000,224975,0,224975,0,1,1,False,True,60657,1,True,2020,comparison_metadata_only_not_disease_aggregation
60657,17031062100,244805,0,244805,0,1,1,False,True,60657,1,True,2020,comparison_metadata_only_not_disease_aggregation
60657,17031062200,242322,0,242322,0,1,1,False,True,60657,1,True,2020,comparison_metadata_only_not_disease_aggregation
60657,17031062300,163311,0,163311,0,1,1,False,True,60657,1,True,2020,comparison_metadata_only_not_disease_aggregation
60657,17031062400,162936,0,162936,0,1,1,False,True,60657,1,True,2020,comparison_metadata_only_not_disease_aggregation
60657,17031062500,161003,0,161003,0,1,1,False,True,60657,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031062600,330016,0,16549,0,0.0501460535247,2,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031062600,330016,0,313467,0,0.949853946475,2,True,True,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60614,17031062700,325098,0,17582,0,0.054082153689,2,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031062700,325098,0,307516,0,0.945917846311,2,True,True,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60614,17031062800,325611,0,12732,0,0.039101873094,2,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031062800,325611,0,312879,0,0.960898126906,2,True,True,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60614,17031062900,325740,0,17261,0,0.0529901148155,2,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031062900,325740,0,308479,0,0.947009885185,2,True,True,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60614,17031063000,324351,0,15055,0,0.0464157656366,2,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031063000,324351,0,309296,0,0.953584234363,2,True,True,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031063100,159625,0,159625,0,1,1,False,True,60657,1,True,2020,comparison_metadata_only_not_disease_aggregation
60657,17031063200,366779,397543,366779,397543,1,1,False,True,60657,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031063301,93843,0,15609,0,0.166330999648,2,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031063301,93843,0,78234,0,0.833669000352,2,True,True,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031063302,121199,0,121199,0,1,1,False,True,60657,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031063303,236591,0,61313,0,0.259151869682,2,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031063303,236591,0,175278,0,0.740848130318,2,True,True,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60614,17031063400,158852,0,9275,0,0.0583876816156,2,True,False,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031063400,158852,0,149577,0,0.941612318384,2,True,True,60657,1,False,2020,comparison_metadata_only_not_disease_aggregation
60614,17031070101,532229,665646,418804,137397,0.464323072107,2,True,True,60614,1,False,2020,comparison_metadata_only_not_disease_aggregation
60657,17031070101,532229,665646,113425,528249,0.535676927893,2,True,False,60614,1,False,2020,comparison_metadata_only_not_disease_aggregation
60614,17031070102,124699,0,124699,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031070103,69094,0,69094,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031070200,341404,0,341404,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031070300,324411,0,324411,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031070400,324362,0,324362,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031070500,305415,0,305415,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031070600,343156,0,343156,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031070700,646549,39577,572828,12732,0.853429253519,2,True,True,60614,1,False,2020,comparison_metadata_only_not_disease_aggregation
60647,17031070700,646549,39577,73721,26845,0.146570746481,2,True,False,60614,1,False,2020,comparison_metadata_only_not_disease_aggregation
60614,17031071000,324639,0,324639,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031071100,325455,0,325455,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031071200,325200,0,325200,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031071300,309582,0,309582,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031071400,640573,683301,640573,683301,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60610,17031071500,895866,723071,22856,0,0.0141179057616,2,True,False,60614,1,False,2020,comparison_metadata_only_not_disease_aggregation
60614,17031071500,895866,723071,873010,723071,0.985882094238,2,True,True,60614,1,False,2020,comparison_metadata_only_not_disease_aggregation
60614,17031071600,162169,0,162169,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60614,17031071700,159952,0,159952,0,1,1,False,True,60614,1,True,2020,comparison_metadata_only_not_disease_aggregation
60610,17031071800,323370,0,5385,0,0.016652750719,2,True,False,60614,1,False,2020,comparison_metadata_only_not_disease_aggregation
60614,17031071800,323370,0,317985,0,0.983347249281,2,True,True,60614,1,False,2020,comparison_metadata_only_not_disease_aggregation
60610,17031080100,265446,0,265446,0,1,1,False,True,60610,1,True,2020,comparison_metadata_only_not_disease_aggregation
60610,17031080201,135375,0,135375,0,1,1,False,True,60610,1,True,2020,comparison_metadata_only_not_disease_aggregation
60610,17031080202,155240,0,155240,0,1,1,False,True,60610,1,True,2020,comparison_metadata_only_not_disease_aggregation
60610,17031080300,361504,0,361504,0,1,1,False,True,60610,1,True,2020,comparison_metadata_only_not_disease_aggregation
60610,17031080400,327241,0,327241,0,1,1,False,True,60610,1,True,2020,comparison_metadata_only_not_disease_aggregation
60610,17031081000,298829,0,298829,0,1,1,False,True,60610,1,True,2020,comparison_metadata_only_not_disease_aggregation
60610,17031081100,102996,0,83613,0,0.811808225562,2,True,True,60610,1,False,2020,comparison_metadata_only_not_disease_aggregation
60654,17031081100,102996,0,19383,0,0.188191774438,2,True,False,60610,1,False,2020,comparison_metadata_only_not_disease_aggregation
60610,17031081201,185124,0,9940,0,0.0536937404118,2,True,False,60611,1,False,2020,comparison_metadata_only_not_disease_aggregation
60611,17031081201,185124,0,175184,0,0.946306259588,2,True,True,60611,1,False,2020,comparison_metadata_only_not_disease_aggregation
60611,17031081300,202656,0,202656,0,1,1,False,True,60611,1,True,2020,comparison_metadata_only_not_disease_aggregation
60611,17031081401,281790,0,281790,0,1,1,False,True,60611,1,True,2020,comparison_metadata_only_not_disease_aggregation
60611,17031081402,589626,0,589626,0,1,1,False,True,60611,1,True,2020,comparison_metadata_only_not_disease_aggregation
60611,17031081403,331289,1429583,331289,1429583,1,1,False,True,60611,1,True,2020,comparison_metadata_only_not_disease_aggregation
60611,17031081500,284635,11173,274599,11173,0.966072587624,2,True,True,60611,1,False,2020,comparison_metadata_only_not_disease_aggregation
60654,17031081500,284635,11173,10036,0,0.0339274123756,2,True,False,60611,1,False,2020,comparison_metadata_only_not_disease_aggregation
60654,17031081600,128834,3966,128834,3966,1,1,False,True,60654,1,True,2020,comparison_metadata_only_not_disease_aggregation
60654,17031081700,359199,12366,359199,12366,1,1,False,True,60654,1,True,2020,comparison_metadata_only_not_disease_aggregation
60610,17031081800,701139,44573,118877,0,0.159414090158,2,True,False,60654,1,False,2020,comparison_metadata_only_not_disease_aggregation
60654,17031081800,701139,44573,582262,44573,0.840585909842,2,True,True,60654,1,False,2020,comparison_metadata_only_not_disease_aggregation
60610,17031081900,137297,0,110707,0,0.806332257806,2,True,True,60610,1,False,2020,comparison_metadata_only_not_disease_aggregation
60654,17031081900,137297,0,26590,0,0.193667742194,2,True,False,60610,1,False,2020,comparison_metadata_only_not_disease_aggregation
60631,17031090100,933427,0,933427,0,1,1,False,True,60631,1,True,2020,comparison_metadata_only_not_disease_aggregation
60631,17031090200,1529762,0,1529762,0,1,1,False,True,60631,1,True,2020,comparison_metadata_only_not_disease_aggregation
60631,17031090300,475842,0,475842,0,1,1,False,True,60631,1,True,2020,comparison_metadata_only_not_disease_aggregation
60646,17031100100,1182384,0,1182384,0,1,1,False,True,60646,1,True,2020,comparison_metadata_only_not_disease_aggregation
60631,17031100200,2060321,0,1723063,0,0.836308031613,2,True,True,60631,1,False,2020,comparison_metadata_only_not_disease_aggregation
60646,17031100200,2060321,0,337258,0,0.163691968387,2,True,False,60631,1,False,2020,comparison_metadata_only_not_disease_aggregation
60631,17031100300,2330582,0,2320617,0,0.995724243987,2,True,True,60631,1,False,2020,comparison_metadata_only_not_disease_aggregation
60646,17031100300,2330582,0,9965,0,0.00427575601288,2,True,False,60631,1,False,2020,comparison_metadata_only_not_disease_aggregation
60631,17031100400,971799,0,971799,0,1,1,False,True,60631,1,True,2020,comparison_metadata_only_not_disease_aggregation
60631,17031100500,1962095,0,260503,0,0.132767781377,2,True,False,60656,1,False,2020,comparison_metadata_only_not_disease_aggregation
60656,17031100500,1962095,0,1701592,0,0.867232218623,2,True,True,60656,1,False,2020,comparison_metadata_only_not_disease_aggregation
60630,17031100600,1282466,0,34377,0,0.0268053889928,2,True,False,60656,1,False,2020,comparison_metadata_only_not_disease_aggregation
60656,17031100600,1282466,0,1248089,0,0.973194611007,2,True,True,60656,1,False,2020,comparison_metadata_only_not_disease_aggregation
60630,17031100700,1215251,0,38690,0,0.0318370443637,2,True,False,60656,1,False,2020,comparison_metadata_only_not_disease_aggregation
60656,17031100700,1215251,0,1176561,0,0.968162955636,2,True,True,60656,1,False,2020,comparison_metadata_only_not_disease_aggregation
60630,17031110100,1844325,0,338587,0,0.183583153728,2,True,False,60646,1,False,2020,comparison_metadata_only_not_disease_aggregation
60646,17031110100,1844325,0,1505738,0,0.816416846272,2,True,True,60646,1,False,2020,comparison_metadata_only_not_disease_aggregation
60630,17031110200,596253,0,596253,0,1,1,False,True,60630,1,True,2020,comparison_metadata_only_not_disease_aggregation
60630,17031110300,1210672,0,1210672,0,1,1,False,True,60630,1,True,2020,comparison_metadata_only_not_disease_aggregation
60630,17031110400,933971,0,933971,0,1,1,False,True,60630,1,True,2020,comparison_metadata_only_not_disease_aggregation
60630,17031110501,791607,0,791607,0,1,1,False,True,60630,1,True,2020,comparison_metadata_only_not_disease_aggregation
60630,17031110502,649329,0,649329,0,1,1,False,True,60630,1,True,2020,comparison_metadata_only_not_disease_aggregation
60646,17031120100,2789745,0,2789745,0,1,1,False,True,60646,1,True,2020,comparison_metadata_only_not_disease_aggregation
60646,17031120200,2394584,0,2394584,0,1,1,False,True,60646,1,True,2020,comparison_metadata_only_not_disease_aggregation
60646,17031120300,2055073,0,2032712,0,0.989119121316,2,True,True,60646,1,False,2020,comparison_metadata_only_not_disease_aggregation
60659,17031120300,2055073,0,22361,0,0.0108808786841,2,True,False,60646,1,False,2020,comparison_metadata_only_not_disease_aggregation
60630,17031120400,1064697,0,890789,0,0.836659631801,2,True,True,60630,1,False,2020,comparison_metadata_only_not_disease_aggregation
60646,17031120400,1064697,0,173908,0,0.163340368199,2,True,False,60630,1,False,2020,comparison_metadata_only_not_disease_aggregation
60646,17031130100,1839635,0,631853,0,0.343466502866,2,True,False,60659,1,False,2020,comparison_metadata_only_not_disease_aggregation
60659,17031130100,1839635,0,1207782,0,0.656533497134,2,True,True,60659,1,False,2020,comparison_metadata_only_not_disease_aggregation
60630,17031130200,2075998,3028,1655451,3028,0.797719220443,2,True,True,60630,1,False,2020,comparison_metadata_only_not_disease_aggregation
60646,17031130200,2075998,3028,420547,0,0.202280779557,2,True,False,60630,1,False,2020,comparison_metadata_only_not_disease_aggregation
60659,17031130300,721103,0,721103,0,1,1,False,True,60659,1,True,2020,comparison_metadata_only_not_disease_aggregation
60625,17031140100,282494,5489,282494,5489,1,1,False,True,60625,1,True,2020,comparison_metadata_only_not_disease_aggregation
60625,17031140200,394455,0,394455,0,1,1,False,True,60625,1,True,2020,comparison_metadata_only_not_disease_aggregation
60625,17031140301,164129,0,158362,0,0.9648630041,2,True,True,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60630,17031140301,164129,0,5767,0,0.0351369958996,2,True,False,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60625,17031140302,414720,0,404551,0,0.975479841821,2,True,True,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60630,17031140302,414720,0,10169,0,0.024520158179,2,True,False,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60630,17031140400,1181559,0,1181559,0,1,1,False,True,60630,1,True,2020,comparison_metadata_only_not_disease_aggregation
60630,17031140500,452821,0,442759,0,0.977779299105,2,True,True,60630,1,False,2020,comparison_metadata_only_not_disease_aggregation
60641,17031140500,452821,0,10062,0,0.0222207008951,2,True,False,60630,1,False,2020,comparison_metadata_only_not_disease_aggregation
60618,17031140601,272123,0,13474,0,0.0495143740147,3,True,False,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60625,17031140601,272123,0,230575,0,0.847319043227,3,True,True,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60630,17031140601,272123,0,28074,0,0.103166582759,3,True,False,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60618,17031140602,384380,0,23770,0,0.0618398459857,2,True,False,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60625,17031140602,384380,0,360610,0,0.938160154014,2,True,True,60625,1,False,2020,comparison_metadata_only_not_disease_aggregation
60625,17031140701,228328,0,228328,0,1,1,False,True,60625,1,True,2020,comparison_metadata_only_not_disease_aggregation
