geography_id,condition_id,numerator,denominator,eligible_years,ehr_percent,ehr_rank,geography_type,results_authorized,mean_annual_source_denominator,denominator_years,denominator_unit,denominator_status,comparison_geography_id,is_crossing_tract,max_community_area_weight,is_dominant,comparison_rank,tract_quartile,comparison_quartile,tract_is_high,comparison_is_high,transition_state,comparison_geography_type,sensitivity_status,clinical_value_rule,zcta_id,tract_land_area,tract_water_area,overlap_land_area,overlap_water_area,overlap_fraction,zcta_count,covered_fraction,is_noncrossing,relationship_vintage,linkage_role
17031031000,copd,30,1460,3,2.05479452055,0.021897810219,census_tract,False,486.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,03,True,0.99995852943,True,0.394736842105,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031100,copd,39,1742,3,2.23880597015,0.0389294403893,census_tract,False,580.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,03,True,0.999992501566,True,0.394736842105,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031200,copd,105,2001,3,5.24737631184,0.462287104623,census_tract,False,667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,03,True,0.999989621731,True,0.394736842105,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031300,copd,155,3327,3,4.65885181846,0.384428223844,census_tract,False,1109,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,03,True,0.998162238862,True,0.394736842105,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031501,copd,53,1470,3,3.60544217687,0.199513381995,census_tract,False,490,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,03,False,1,True,0.394736842105,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031502,copd,74,1720,3,4.3023255814,0.340632603406,census_tract,False,573.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,03,False,1,True,0.394736842105,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031031700,copd,88,2343,3,3.7558685446,0.238442822384,census_tract,False,781,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,03,False,1,True,0.394736842105,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031032100,copd,86,2730,3,3.15018315018,0.114355231144,census_tract,False,910,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,03,True,0.999920417403,True,0.394736842105,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031040202,copd,54,1434,3,3.76569037657,0.245742092457,census_tract,False,478,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,04,True,0.999995447002,True,0.0526315789474,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031050200,copd,78,2246,3,3.47284060552,0.175182481752,census_tract,False,748.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,05,True,0.999995796101,True,0.0394736842105,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031050500,copd,36,2219,3,1.622352411,0.00486618004866,census_tract,False,739.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,05,False,1,True,0.0394736842105,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031060800,copd,65,2708,3,2.40029542097,0.0486618004866,census_tract,False,902.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,06,True,0.995215676555,True,0.118421052632,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031060900,copd,55,2321,3,2.36966824645,0.0462287104623,census_tract,False,773.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,06,False,1,True,0.118421052632,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031061901,copd,54,1480,3,3.64864864865,0.211678832117,census_tract,False,493.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,06,False,1,True,0.118421052632,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031063200,copd,195,5671,3,3.43854699348,0.167883211679,census_tract,False,1890.33333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,06,False,1,True,0.118421052632,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031063302,copd,48,1866,3,2.57234726688,0.0656934306569,census_tract,False,622,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,06,True,0.999979627886,True,0.118421052632,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031063303,copd,59,1295,3,4.55598455598,0.357664233577,census_tract,False,431.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,06,True,0.998116846612,True,0.118421052632,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031070101,copd,47,2129,3,2.2076092062,0.0340632603406,census_tract,False,709.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,07,True,0.993335203788,True,0.197368421053,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031070400,copd,45,1321,3,3.40651021953,0.160583941606,census_tract,False,440.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,07,True,0.999985648006,True,0.197368421053,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031071200,copd,55,1406,3,3.91180654339,0.279805352798,census_tract,False,468.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,07,False,1,True,0.197368421053,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031071300,copd,46,1914,3,2.40334378265,0.0510948905109,census_tract,False,638,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,07,False,1,True,0.197368421053,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031071400,copd,133,2889,3,4.60366908965,0.369829683698,census_tract,False,963,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,07,False,1,True,0.197368421053,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031071500,copd,95,3197,3,2.97153581483,0.0973236009732,census_tract,False,1065.66666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,07,True,0.99318994784,True,0.197368421053,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031080100,copd,134,4228,3,3.16934720908,0.116788321168,census_tract,False,1409.33333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,True,0.999951806861,True,0.486842105263,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031080201,copd,186,3182,3,5.84538026398,0.537712895377,census_tract,False,1060.66666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,True,0.999953638676,True,0.486842105263,3,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031080202,copd,78,2262,3,3.44827586207,0.170316301703,census_tract,False,754,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,False,1,True,0.486842105263,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031080300,copd,63,2501,3,2.51899240304,0.0559610705596,census_tract,False,833.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,True,0.999964973156,True,0.486842105263,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031080400,copd,200,2515,3,7.95228628231,0.829683698297,census_tract,False,838.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,True,0.999997637186,True,0.486842105263,4,2,True,False,moves_out_of_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081000,copd,369,4615,3,7.99566630553,0.83698296837,census_tract,False,1538.33333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,False,1,True,0.486842105263,4,2,True,False,moves_out_of_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081100,copd,95,2511,3,3.78335324572,0.25304136253,census_tract,False,837,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,False,1,True,0.486842105263,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081201,copd,238,4452,3,5.34591194969,0.474452554745,census_tract,False,1484,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,False,1,True,0.486842105263,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081300,copd,197,4704,3,4.18792517007,0.321167883212,census_tract,False,1568,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,False,1,True,0.486842105263,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081401,copd,85,2233,3,3.8065382893,0.260340632603,census_tract,False,744.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,False,1,True,0.486842105263,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081402,copd,80,2273,3,3.51957765068,0.182481751825,census_tract,False,757.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,True,0.993970792376,True,0.486842105263,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081500,copd,155,5108,3,3.03445575568,0.107055961071,census_tract,False,1702.66666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,True,0.999497202365,True,0.486842105263,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081700,copd,66,2446,3,2.69828291087,0.0681265206813,census_tract,False,815.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,True,0.999868718972,True,0.486842105263,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081800,copd,89,5823,3,1.52842177572,0.00243309002433,census_tract,False,1941,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,True,0.999594637822,True,0.486842105263,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031081900,copd,41,552,3,7.42753623188,0.754257907543,census_tract,False,184,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,08,False,1,True,0.486842105263,4,2,True,False,moves_out_of_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031090200,copd,48,1244,3,3.85852090032,0.270072992701,census_tract,False,414.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,09,True,0.999989460392,True,0.236842105263,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031100300,copd,41,1148,3,3.57142857143,0.194647201946,census_tract,False,382.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,10,True,0.999930607248,True,0.131578947368,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031100500,copd,36,1176,3,3.0612244898,0.111922141119,census_tract,False,392,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,10,True,0.999983510277,True,0.131578947368,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031110100,copd,38,1097,3,3.46399270738,0.172749391727,census_tract,False,365.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,11,True,0.993159710427,True,0.447368421053,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031110400,copd,37,900,3,4.11111111111,0.306569343066,census_tract,False,300,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,11,True,0.999964077033,True,0.447368421053,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031110501,copd,41,1075,3,3.81395348837,0.262773722628,census_tract,False,358.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,11,True,0.99998374108,True,0.447368421053,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031110502,copd,34,747,3,4.5515394913,0.355231143552,census_tract,False,249,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,11,True,0.999858633456,True,0.447368421053,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031120200,copd,53,1504,3,3.52393617021,0.184914841849,census_tract,False,501.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,12,True,0.999999999755,True,0.184210526316,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031120300,copd,46,2247,3,2.04717400979,0.0194647201946,census_tract,False,749,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,12,True,0.998429372155,True,0.184210526316,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031140400,copd,47,1377,3,3.41321713871,0.16301703163,census_tract,False,459,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,14,True,0.99920731642,True,0.0657894736842,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031140800,copd,54,2341,3,2.30670653567,0.043795620438,census_tract,False,780.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,14,True,0.999827685416,True,0.0657894736842,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031150200,copd,53,1816,3,2.91850220264,0.0875912408759,census_tract,False,605.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,15,True,0.999573390386,True,0.276315789474,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031150300,copd,62,1646,3,3.76670716889,0.248175182482,census_tract,False,548.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,15,True,0.999994431373,True,0.276315789474,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031150402,copd,35,900,3,3.88888888889,0.277372262774,census_tract,False,300,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,15,True,0.999999999614,True,0.276315789474,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031150700,copd,36,1017,3,3.53982300885,0.189781021898,census_tract,False,339,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,15,False,1,True,0.276315789474,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031150800,copd,48,1154,3,4.15944540728,0.313868613139,census_tract,False,384.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,15,False,1,True,0.276315789474,2,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031151100,copd,41,1097,3,3.73746581586,0.231143552311,census_tract,False,365.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,15,True,0.999942633921,True,0.276315789474,1,2,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031160300,copd,33,871,3,3.78874856487,0.255474452555,census_tract,False,290.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,16,True,0.999997104423,True,0.144736842105,2,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031160400,copd,54,1450,3,3.72413793103,0.226277372263,census_tract,False,483.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,16,True,0.999987529181,True,0.144736842105,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031160700,copd,62,1712,3,3.6214953271,0.204379562044,census_tract,False,570.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,16,True,0.999133889058,True,0.144736842105,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031160900,copd,35,1051,3,3.33016175071,0.138686131387,census_tract,False,350.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,16,True,0.999954707613,True,0.144736842105,1,1,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031170200,copd,40,910,3,4.3956043956,0.345498783455,census_tract,False,303.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,17,True,0.999958009677,True,0.578947368421,2,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031170300,copd,65,1162,3,5.59380378657,0.510948905109,census_tract,False,387.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,17,False,1,True,0.578947368421,3,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031170400,copd,54,991,3,5.44904137235,0.493917274939,census_tract,False,330.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,17,False,1,True,0.578947368421,2,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031170500,copd,50,907,3,5.51267916207,0.503649635036,census_tract,False,302.333333333,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,17,True,0.995540317642,True,0.578947368421,3,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031170800,copd,68,816,3,8.33333333333,0.863746958637,census_tract,False,272,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,17,False,1,True,0.578947368421,4,3,True,False,moves_out_of_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031171000,copd,95,1604,3,5.92269326683,0.554744525547,census_tract,False,534.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,17,True,0.999923350036,True,0.578947368421,3,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031171100,copd,31,845,3,3.66863905325,0.21897810219,census_tract,False,281.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,17,True,0.999861374211,True,0.578947368421,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
17031180100,copd,55,1466,3,3.7517053206,0.23600973236,census_tract,False,488.666666667,3,mean_annual_source_denominator_not_unique_people,guarded_source_position_25,18,True,0.999098203031,True,0.539473684211,1,3,False,False,remains_below_highest_quartile,chicago_community_area,all_eligible,direct_tract_and_direct_coarser_values_only,,,,,,,,,,,
